1;100 г баранины, 80 г виноградных листьев, 5 г риса, 20 г репчатого лука, 50 г мацуна, 2 г чеснока, соль перец, зелень чабреца, мяты, кинзы, базилика, майорана. [Рецепты национальных кухонь: Армения (2000-2005)] [омонимия снята]
1;Молодой гусь ( 4- 5 кг), пол- лимона, соль, свежемолотый чёрный перец, яблоки, чернослив и репчатый лук для начинки. [Рецепты национальных кухонь: Скандинавская кухня (2000-2005)] [омонимия снята]
1;Кальмары отварить с морковью,репчатым луком и лавровым листом, охладить и нарезать кольцами. [Светлана Ткачева. Новый год и звезды // «100% здоровья», 2002.11.11] [омонимия снята]
1;Кое-кто завёл себе на пирсе маленькие огородики, выворотил булыжник, взрыхлил землю и посадил репчатый лук и редис. [Василий Аксенов. Пора, мой друг, пора (1963)] [омонимия снята]
1;Сеть фрешмаркетов « Лайм» удивила нас испанским репчатым луком ( отечественного там нет), пельменями Pelmenit Helsingfors Tapaan из Финляндии и крабовым мясом по-французски из Литвы. [Сергей Тихонов. Эмбарго с отсрочкой исполнения // «Эксперт», 2015] [омонимия не снята]
1;Туда отправляем мелко нарезанными репчатый лук, копченый бекон или сырое жирное мясо, имбирь, сладкий перец, острый перец, всяческие приправы. [Григорий Тарасевич. Фейжоада: кастрюля бразильской истории // «Русский репортер», 2014] [омонимия не снята]
1;Слегка поджарьте на сковородке нарезанный репчатый лук, залейте его маслом, а потом этой горячей смесью заправьте морковку. [Юлия Никитина. Путь корейской морковки // «Русский репортер», 2013] [омонимия не снята]
1;Из другой поездки привез нам мешок репчатого лука, трехлитровую бутыль подсолнечного масла. [Р. Б. Ахмедов. Промельки (2011)] [омонимия не снята]
1;И хотя они были из очень плохой муки, с начинкой из соленой хамсы или репчатого лука, нам казались они удивительно вкусными. [Марина Сосенкова. Как спасали Белую дачу в годы Отечественной войны // «Знание - сила», 2010] [омонимия не снята]
1;Интересно, что местный магазин, торгующий семенами, под красноречивым для Данилова названием « Чипполино», предлагает несколько десятков разнообразных сортов и гибридов репчатого лука, но они особым спросом не пользуются. [Венедикт Дадыкин. Ай да «репка»! // «Наука и жизнь», 2009] [омонимия не снята]
1;Изящно выглядят на тёмном фоне нитевидные корешки репчатого лука. [Людмила Белецкая. Флористическая живопись // «Наука и жизнь», 2009] [омонимия не снята]
1;Очень вкусная получается тушёнка, именуемая в нашей семье « корова на лугу»: возьмите мелко нарезанный репчатый лук, обжарьте его на растительном масле до начала пожелтения, добавьте нарезанный борщевик, снова немного поджарьте и добавьте томатную пасту или помидоры. [Наталья Замятина. Мой друг борщевик // «Наука и жизнь», 2009] [омонимия не снята]
1;Варёные яичные желтки протереть сквозь сито, смешать с сухой горчицей, солью, перцем, мелко нарезанным репчатым луком, укропом и зеленью кинзы. [И. Сокольский. Кашу маслом не испортишь? // «Наука и жизнь», 2008] [омонимия не снята]
1;300 г очищенного репчатого лука мелко нашинкуйте и слегка обжарьте на растительном масле. [Г. Поскребышева. Красна изба пирогами // «Наука и жизнь», 2007] [омонимия не снята]
1;200 г очищенного репчатого лука нарежьте кубиками и слегка обжарьте на растительном масле. [Г. Поскребышева. Красна изба пирогами // «Наука и жизнь», 2007] [омонимия не снята]
1;Соедините измельченные отваренные и сырые грибы, пассерованный репчатый лук и 1 стакан отварного риса. [Г. Поскребышева. Красна изба пирогами // «Наука и жизнь», 2007] [омонимия не снята]
1;Для приготовления бульона добавьте в отвар пассерованный репчатый лук и мелкие сырые шампиньоны, прокипятите его 2- 3 минуты, а при подаче на стол заправьте измельченной зеленью укропа. [Г. Поскребышева. Красна изба пирогами // «Наука и жизнь», 2007] [омонимия не снята]
1;200 г очищенного репчатого лука мелко нарежьте, обжарьте на курином жире и смешайте с измельченным куриным мясом. [Г. Поскребышева. Красна изба пирогами // «Наука и жизнь», 2007] [омонимия не снята]
1;200 г очищенного репчатого лука мелко нарежьте и обжарьте на растительном масле. [Г. Поскребышева. Красна изба пирогами // «Наука и жизнь», 2007] [омонимия не снята]
1;Продукты на 3 порции: 500 г филе трески или другой рыбы, 4 яйца, 250 г репчатого лука, половина чашки дробленой кукурузной крупы, 2 столовые ложки картофельного крахмала ( без верха), 50 мл простокваши, сметаны или кефира, немного соли и сливочного масла. [Л. Колесникова. Запеканка на обед // «Наука и жизнь», 2007] [омонимия не снята]
1;Продукты на 3 порции: 500 г вареной курицы, 4 яйца, 1 чашка дробленой кукурузной крупы, 1 столовая ложка с верхом картофельного крахмала, 2 головки репчатого лука, 1 морковь, 100 г шампиньонов, немного сметаны и сливочного масла. [Л. Колесникова. Запеканка на обед // «Наука и жизнь», 2007] [омонимия не снята]
1;100 г руколы, 200 г болгарского перца, 1 большой помидор, 100 г репчатого лука, 100 г листового салата, 30 г оливкового масла, 1 лимон, соль, молотый черный перец по вкусу. [обобщенный. Блюда с руколой и горчицей // «Наука и жизнь», 2007] [омонимия не снята]
1;В сковороде разогреть оливковое масло. Репчатый лук нарезать полукольцами и обжарить в масле. [обобщенный. Блюда с руколой и горчицей // «Наука и жизнь», 2007] [омонимия не снята]
1;От 1 до 2, 5 рубля за фунт или 10- 15 копеек за лот стоили семена луковых культур (репчатого, лука- порея, шнитт-лука). [обобщенный. Садоводу на заметку. Рефераты // «Наука и жизнь», 2007] [омонимия не снята]
1;Были и гости из более близких краев ― например, с благодатного Кавказа,  ― за их столами вино лилось рекой, а острый запах шашлыков и репчатого лука разносился по всему залу, щекоча ноздри, там звучали громкие голоса, иногда срывающиеся в гортанный запев. [А. Е. Рекемчук. Мамонты (2006)] [омонимия не снята]
1;Но жизнь не стоит на месте, и, придя в магазин, под ценником « сельдерей» мы вместо пучка зелени обнаруживаем нечто, напоминающее по внешнему виду свеклу, а под ценником « фенхель» видим что-то, похожее на белесый репчатый лук. [И. Сокольский. Сельдерей и фенхель // «Наука и жизнь», 2006] [омонимия не снята]
1;Так, китайская капуста сортов Ласточка и Веснянка не повреждается капустной белянкой, сорта репчатого лука Ботерус, Сигма, Тэрвин, Мячковский 300, Одинцовец, Золотничок, Ранний Розовый, Бородковский, пригодные для выращивания лука- репки за один сезон, а также лук- батун сорта Изумрудный не боятся пероноспороза. [обобщенный. Рефераты. Садоводу — на заметку // «Наука и жизнь», 2006] [омонимия не снята]
1;Например, репчатый лук сортов Азелрос, Альвина, Атас с высоким содержанием витамина С и флавоноидов обладает противоопухолевым действием, чеснок сортов Петровский, Цезарь ( озимый), Гулливер ( яровой) ― источник селена, среднепоздний сорт белокочанной капусты Парус богат сахарами и пищевой клетчаткой, сеют его прямо в грунт без предварительного выращивания рассады. [обобщенный. Рефераты. Садоводу — на заметку // «Наука и жизнь», 2006] [омонимия не снята]
1;Как богат, сытен и обилен русский стол, а при этом мы не говорим еще о скоблянке с присушенной на огромной сковороде картошкой, о блинах политых топленым маслом или густой, как вар, сметаной, о гороховом и молочном киселе, которые можно резать ножом, об отварных, с солёным огурцом, почках, о жаренной с репчатым луком и томленой в сметане печёнкой, о пирогах с мясом, капустой, грибами [Сергей Есин. Марбург (2005)] [омонимия не снята]
1;2. Репчатый лук очистить и, нарезав дольками, обжарить в растительном масле до золотистого цвета. [Жаркое с выдумкой // «Лиза», 2005] [омонимия не снята]
1;мясо поперек на 2 части. Репчатый лук, чеснок и перец чили очистить и мелко нарезать. [Экзотические блюда от «Штурвала» // «Лиза», 2005] [омонимия не снята]
1;Добавить мелко нарезанный репчатый лук с чесноком и тушить 1 минуту. [Экзотические блюда от «Штурвала» // «Лиза», 2005] [омонимия не снята]
1;От репчатого лука, томатов, баклажанов и винограда подвоха ждать не приходится, а вот свекла, редис, капуста, укроп и сельдерей могут содержать токсины. [Леонид Павлов. Когда очищаешь тело, становится легко на душе // «Даша», 2004] [омонимия не снята]
1;Мидии от датской фирмы Lico ( 340 г) уже приправлены сладким и острым перцем, репчатым луком, и уксусом, которые придадут салату остроту. [Ресторан на дому: устроим праздник для любимых друзей! // «Даша», 2004] [омонимия не снята]
1;Нарезанные овощи: 1 морковь, 1 головка репчатого лука, 6 картофелин опустить в кастрюлю с водой и варить на слабом огне до готовности. [Фирменный рецепт // «Приазовский край», 2004.10.07] [омонимия не снята]
1;И Нину Ивановну Догадаеву, которая гордится как раз высокими урожаями репчатого лука. [Анатолий Наумов. Лауреаты малых соток // «Петербургский Час пик», 2003.09.03] [омонимия не снята]
1;Взять соленые или маринованные белые грибы, подберезовики, подосиновики или другие, мелко нарубить, добавить нашинкованный репчатый лук, поджаренный на растительном масле. [Илья Лазерсон, Сергей Синельников, Татьяна Соломоник. Архиерейские грузди, нет сопливей! // «Петербургский Час пик», 2003.09.24] [омонимия не снята]
